id,title,authors,link,journal_publication,published_date
39262313,Parenting stress in infancy was associated with neurodevelopment in 24-month-old children with congenital,"Lepage C, Bayard J, Gaudet I, Paquette N, Simard MN, Gallagher A.",https://pubmed.ncbi.nlm.nih.gov//39262313/,Acta Paediatr, 2025 Jan
39763164,Electrocardiographic Changes in Pregnant Patients With Congenital,"Pabon MA, Misra A, Gauvreau K, Duncan ME, Conklin A, Economy KE, Wu FM, Tadros T, Valente AM.",https://pubmed.ncbi.nlm.nih.gov//39763164/,Ann Noninvasive Electrocardiol, 2025 Jan
39824585,Recent development in CRISPR-Cas systems for cardiac,"Munshi ID, Acharya M, Mukherjee S, Mani I.",https://pubmed.ncbi.nlm.nih.gov//39824585/,Prog Mol Biol Transl Sci, 2025
39925841,Cardiac Surgery to Manage Rheumatic,"Leith J, An KR, Harik L, Zhu W, Dell'Aquila M, Brashear T, Peck RN, Bhamidipati CM.",https://pubmed.ncbi.nlm.nih.gov//39925841/,Glob Heart, 2025 Feb 3
39871280,Association of MTHFD1 G1958A (rs2236225) gene polymorphism with the risk of congenital,"Yi K, He SE, Guo T, Wang ZQ, Zhang X, Xu JG, Zhang HY, Liu WG, You T.",https://pubmed.ncbi.nlm.nih.gov//39871280/,BMC Med Genomics, 2025 Jan 27
39843561,Evaluating pulmonary stenosis and regurgitation impact on cardiac strain and strain rate in a porcine model via magnetic resonance feature tracking.,"Rösel SF, Backhaus SJ, Lange T, Schulz A, Kowallick JT, Gowda K, Treiber J, Rolf A, Sossalla ST, Hasenfuß G, Kutty S, Schuster A.",https://pubmed.ncbi.nlm.nih.gov//39843561/,Int J Cardiovasc Imaging, 2025 Feb
39755697,A genetic exploration of the relationship between posttraumatic stress disorder and cardiovascular,"Lukas E, Veeneman RR, Smit DJA, Ahluwalia TS, Vermeulen JM, Pathak GA, Polimanti R, Verweij KJH, Treur JL.",https://pubmed.ncbi.nlm.nih.gov//39755697/,Transl Psychiatry, 2025 Jan 4
39433158,External evaluation of a commercial artificial intelligence-augmented digital auscultation platform in valvular,"Roquemen-Echeverri V, Jacobs PG, Shalen EF, Schulman PM, Heitner SB, Denfeld Q, Wilson B, Halvorson J, Scott D, Londoño-Murillo T, Mosquera-Lopez C.",https://pubmed.ncbi.nlm.nih.gov//39433158/,Int J Cardiol, 2025 Jan 15
39817520,Burden of Valvular,"Scotti A, Sturla M, Echarte-Morales J, Ho EC, Millin A, Coisne A, Ludwig S, Leone PP, Rosiene J, Granada JF, Goldberg Y, Pu M, Jorde UP, Slipczuk L, Rodriguez CJ, Garcia MJ, Latib A.",https://pubmed.ncbi.nlm.nih.gov//39817520/,J Am Heart Assoc, 2025 Jan 21
39882735,Multivalvular vs single-valve infective endocarditis: a systematic review and meta-analysis.,"Kyriakoulis I, Tzoumas A, Kyriakoulis KG, Kardoutsos I, Ntoumaziou A, Nagraj S, Kokkinidis DG, Palaiodimos L.",https://pubmed.ncbi.nlm.nih.gov//39882735/,Future Cardiol, 2025 Feb
39552086,Percutaneous Pulmonary Valve Implantation With Self-Expanding Valves for Carcinoid,"Un KC, Wong CK, Yong SS, Winter R, Straver B, Chamuleau S, Rosenthal E, Qureshi SA, Beijk M, Jones MI.",https://pubmed.ncbi.nlm.nih.gov//39552086/,Catheter Cardiovasc Interv, 2025 Jan
39889199,Beating the odds: Rare prolonged survival of truncus arteriosus: A case report with literature review.,"Amaewhule OU, Otaigbe BE, Tabansi PN, Uwadiale RA, Emeruwa VE, Daniel FM.",https://pubmed.ncbi.nlm.nih.gov//39889199/,Medicine (Baltimore), 2025 Jan 31
39724440,Native liver T1 mapping on magnetic resonance imaging for an evaluation of congestive liver injury in children with congenital,"Tao K, Ishikawa Y, Suzuki S, Muraji S, Kuraoka A, Sato M, Yamamura K, Sagawa K.",https://pubmed.ncbi.nlm.nih.gov//39724440/,Int J Cardiovasc Imaging, 2025 Feb
39814838,Precision fetal cardiology detects cyanotic congenital,"Bahado-Singh R, Ashrafi N, Ibrahim A, Aydas B, Yilmaz A, Friedman P, Graham SF, Turkoglu O.",https://pubmed.ncbi.nlm.nih.gov//39814838/,Sci Rep, 2025 Jan 15
39821902,Utility of Cardiovascular CT in Ischemic,"Marchetti D, Gallazzi M, Nemola G, Stracqualursi M, Prestini B, Masini A, Alessandrello MC, Belleggia S, Paolisso P, Andreini D, Conte E.",https://pubmed.ncbi.nlm.nih.gov//39821902/,Echocardiography, 2025 Jan
39893235,Mid-term outcomes of percutaneous pulmonary valve replacement with Edwards-Sapien bioprosthesis in native right ventricular outflow tract.,"Belahnech Y, Martí-Aguasca G, Dos-Subirà L, Betrian-Blasco P, García Del Blanco B, Calvo-Barceló M, Ródenas-Alesina E, Pijuan-Domènech A, Gran F, Ferrer Q, Giralt-García G, Miranda B, Gordon B, González-Fernández V, Barrabés JA, Roses-Noguer F, Ferreira-González I.",https://pubmed.ncbi.nlm.nih.gov//39893235/,Sci Rep, 2025 Feb 1
39883674,Congenital pulmonic and aortic stenosis in Newfoundland dogs: Results of a 14-year French cardiovascular screening program (921 dogs).,"Chetboul V, Fauveau C, Passavin P.",https://pubmed.ncbi.nlm.nih.gov//39883674/,PLoS One, 2025 Jan 30
39637966,Plasma phosphorylated tau (p-tau231) and total tau (t-tau) as prognostic markers of neurological outcome after cardiac arrest - a multicentre study.,"Þorgeirsdóttir B, Sievert T, Lybeck A, Ashton NJ, Blennow K, Zetterberg H, Friberg H, Frigyesi A.",https://pubmed.ncbi.nlm.nih.gov//39637966/,Resuscitation, 2025 Jan
39927866,Artificial Intelligence Applications in Cardiac CT Imaging for Ischemic,"Siciliano GG, Onnis C, Barr J, Assen MV, De Cecco CN.",https://pubmed.ncbi.nlm.nih.gov//39927866/,Echocardiography, 2025 Feb
39753230,"The Moreton Lecture Series: The Renin-Angiotensin-Aldosterone System-Physiology, Pathophysiology, and Pharmacological Inhibition.","Patel P, Ammon J, Battle S, DiPette DJ.",https://pubmed.ncbi.nlm.nih.gov//39753230/,South Med J, 2025 Jan
39593234,Identification of a de novo missense variant in the BRI3BP gene in a Holstein calf with congenital cardiac malformation and carpus valgus.,"He C, Grau-Roma L, Schmid R, Häfliger IM, Meylan M, Drögemüller C, Jacinto JGP.",https://pubmed.ncbi.nlm.nih.gov//39593234/,Anim Genet, 2025 Feb
39887828,SherpaPak Cardiac Transport System: Experience in Pediatric,"Sather A, Marshall M, Murthy R, Lamour JM, Chase C, Bansal N.",https://pubmed.ncbi.nlm.nih.gov//39887828/,Clin Transplant, 2025 Feb
39719412,Multiparametric Assessment of Right Ventricular Dysfunction in,"Lu H, Inciardi RM, Abanda M, Shah AM, Cikes M, Claggett BL, Prasad N, Lam CSP, Redfield M, McMurray JJV, Pfeffer MA, Solomon SD, Hegde SM, Skali H.",https://pubmed.ncbi.nlm.nih.gov//39719412/,J Am Heart Assoc, 2025 Jan 7
39832891,Lung function and onset of cardiometabolic,"Janson C, Potts J, Malinovschi A, Agarwal D, Ahmed R, Aquart-Stewart A, Harrabi I, Denguezli M, Devereux G, Erhabor GE, Gislason T, Jogi R, Juvekar SK, Knox-Brown B, Koul P, Mortimer K, Nafees AA, Nielsen R, Mahesh PA, Paraguas SNM, Rotevatn AØ, Sooronbaev T, Burney PGJ, Amaral AFS; BOLD Collaborative Research Group.",https://pubmed.ncbi.nlm.nih.gov//39832891/,BMJ Open Respir Res, 2025 Jan 19
39789443,The predictive value of triglyceride-glucose index combined with non-high-density lipoprotein cholesterol in coronary,"Zhang C, Zhang H, Yang Z, Sheng Y, Ji N.",https://pubmed.ncbi.nlm.nih.gov//39789443/,BMC Cardiovasc Disord, 2025 Jan 9
39883116,Infection-Related Hospitalization and Incident,"Molinsky RL, Shah A, Yuzefpolskaya M, Yu B, Misialek JR, Bohn B, Vock D, MacLehose R, Borlaug BA, Colombo PC, Ndumele CE, Ishigami J, Matsushita K, Lutsey PL, Demmer RT.",https://pubmed.ncbi.nlm.nih.gov//39883116/,J Am Heart Assoc, 2025 Feb 4
39883647,The changes in health-related quality of life after attending cardiac rehabilitation: A qualitative systematic review of the perspective of patients living with,"Rashidi A, Whitehead L, Halton H, Munro L, Jones I, Newson L.",https://pubmed.ncbi.nlm.nih.gov//39883647/,PLoS One, 2025 Jan 30
39859493,Role of miRNAs in Regulating Ascending Aortic Dilation in Bicuspid Aortic Valve Patients Operated for Aortic Stenosis.,"Sanchez-Garcia AJ, Soule-Egea M, Fuentevilla-Alvarez G, Vargas-Alarcon G, Hernández-Mejia BI, Martínez-Hernández H, Mora-Canela SL, Santibanez-Escobar F, Ávila-Martinez V, Castrejón-Tellez V, Alvarez-León E, de la Mora-Cervantes R, Pérez-Torres I, Soto ME.",https://pubmed.ncbi.nlm.nih.gov//39859493/,Int J Mol Sci, 2025 Jan 17
39756820,Right ventricular strain impairment due to hypoxia in patients with COPD: a post hoc analysis of two randomised controlled trials.,"Preiss H, Mayer L, Furian M, Schneider SR, Müller J, Saxer S, Mademilov M, Titz A, Shehab A, Reimann L, Sooronbaev T, Tanner FC, Bloch KE, Ulrich S, Lichtblau M.",https://pubmed.ncbi.nlm.nih.gov//39756820/,Open Heart, 2025 Jan 4
39815167,Catheter replacement combined with antiplatelet therapy in hemodialysis catheter-related right atrial thrombus: a potential treatment approach.,"Sun J, Liu Y, Chen J, Zhou Y, Fan H, Zhao Q.",https://pubmed.ncbi.nlm.nih.gov//39815167/,BMC Cardiovasc Disord, 2025 Jan 16
39805541,Differential determinants and prognostic value of aortic valve sclerosis over carotid atherosclerosis.,"Kim M, Seo J, Kim IS, Cho S, Rim SJ, Kown HM, Choi EY.",https://pubmed.ncbi.nlm.nih.gov//39805541/,Int J Cardiol, 2025 Mar 1
39306320,Disruption of the Circulating Proteome in Neonates Receiving Extracorporeal Membrane Oxygenation Following Congenital,"Thomson LM, Niemiec S, Mancuso CA, Khailova L, Ali E, Syed A, Wolfe KR, Zakrzewski J, Stone M, Hyslop R, Frank BS, Davidson JA.",https://pubmed.ncbi.nlm.nih.gov//39306320/,J Pediatr, 2025 Jan
39844483,[Important value of genetic testing for congenital,Huang GY.,https://pubmed.ncbi.nlm.nih.gov//39844483/,Zhonghua Er Ke Za Zhi, 2025 Feb 2
39825649,[Growth and development patterns of Noonan syndrome and advances in the treatment of short stature].,"Li X, Wen T, Feng BY, Wang XM.",https://pubmed.ncbi.nlm.nih.gov//39825649/,Zhongguo Dang Dai Er Ke Za Zhi, 2025 Jan 15
39739970,Prognostic Value of Advanced Echocardiography in Patients with Ischemic,"Najaf Zadeh S, Malagutti P, Sartore L, Madhkour R, Berto MB, Gräni C, De Marchi S.",https://pubmed.ncbi.nlm.nih.gov//39739970/,Echocardiography, 2025 Jan
39733786,Complete versus culprit-lesion-only percutaneous coronary intervention after out-of-hospital cardiac arrest in patients with multivessel,"Raone L, Ferlini M, Bongiorno A, Bendotti S, Currao A, Primi R, Fava C, Dall'Oglio L, Adamo M, Ghiraldin D, Marino M, Baldo A, Maffeo D, Kajana V, Affinito S, Baldi E, Luca L, Savastano S.",https://pubmed.ncbi.nlm.nih.gov//39733786/,Resuscitation, 2025 Jan
39918096,Comparing the Risk of Epilepsy in Patients With Simple Congenital,"Chen L, Yang Z, Ji S, Song T, Li H, Tang Y, Chen Y, Li Y.",https://pubmed.ncbi.nlm.nih.gov//39918096/,CNS Neurosci Ther, 2025 Feb
39890371,Prevalence of probable post-COVID cardiac sequelae and its health seeking behaviour among health care workers: A cross-sectional analytical study.,"Marimuthu Y, Nair GC, Nagesh U, Anand A, Chopra KK, Nagappa B, Sharma N, Sivashankar G, Nagaraj N.",https://pubmed.ncbi.nlm.nih.gov//39890371/,Indian J Tuberc, 2025 Jan
39721760,Inhaled corticosteroids and major cardiovascular events in people with chronic obstructive pulmonary,"Ioannides AE, Kallis C, Whittaker HR, Quint JK.",https://pubmed.ncbi.nlm.nih.gov//39721760/,Thorax, 2025 Jan 17
38099589,"Dignity, Resilience, and Quality of Life in Patients With Cardiac","Huang CL, Hsu CH, Hsu SF, Tung HH.",https://pubmed.ncbi.nlm.nih.gov//38099589/,J Cardiovasc Nurs, 2025 Mar-Apr 01
39928426,Reproductive Health in Congenital,"Bright C, Saraf A.",https://pubmed.ncbi.nlm.nih.gov//39928426/,Pediatr Ann, 2025 Feb
39702979,"A refined, minimally invasive, reproducible ovine ischaemia-reperfusion-infarction model using implantable defibrillators: Methodology and validation.","Pius C, Niort B, Radcliffe EJ, Trafford AW.",https://pubmed.ncbi.nlm.nih.gov//39702979/,Exp Physiol, 2025 Feb
39636337,The size of myocardial infarction and peri-infarction edema are not major determinants of diastolic impairment after acute myocardial infarction.,"Sundqvist MG, Verouhis D, Sörensson P, Henareh L, Persson J, Saleh N, Settergren M, Witt N, Böhm F, Pernow J, Tornvall P, Ugander M.",https://pubmed.ncbi.nlm.nih.gov//39636337/,Int J Cardiovasc Imaging, 2025 Jan
39038781,Outcomes following multivalve reoperation in adults with congenital,"Abdelrehim AA, Stephens EH, Holst KA, Miranda WR, Connolly HM, Burchill LJ, Todd AL, Crestanello JA, Pochettino A, Schaff HV, Dearani JA.",https://pubmed.ncbi.nlm.nih.gov//39038781/,J Thorac Cardiovasc Surg, 2025 Jan
39915784,The association of triglyceride-glucose and triglyceride-glucose related indices with the risk of,"Tang X, Zhang K, He R.",https://pubmed.ncbi.nlm.nih.gov//39915784/,Cardiovasc Diabetol, 2025 Feb 6
39841656,"Knowledge, attitude, and practice toward coronary","Wang H, Wu B, Guan W, Zhou T, Wang H, Li W, He X.",https://pubmed.ncbi.nlm.nih.gov//39841656/,PLoS One, 2025 Jan 22
39239663,Compound heterozygosity for two variants in BMP5 in human skeletal dysostosis with atrioventricular septal defect.,"Gregersen PA, Hammarsjö A, Graversen L, Brix N, Lindelöf H, Jensen UB, Farholt S, Rubak S, Bjerre J, Piticchio SG, Terkelsen T, Nishimura G, Hellfritzsch MB, Grigelioniene G.",https://pubmed.ncbi.nlm.nih.gov//39239663/,Clin Genet, 2025 Jan
39849585,Mesenchymal stem cells derived exosomes: a new era in cardiac regeneration.,"Rayat Pisheh H, Sani M.",https://pubmed.ncbi.nlm.nih.gov//39849585/,Stem Cell Res Ther, 2025 Jan 23
39806292,Prevalence and predictors of left atrial thrombus in patients with rheumatic atrial fibrillation undergoing cardiac surgery: a cross-sectional study.,"Cui J, Zhang Y, Wang Y, Liu F, Lai H, Ji Q, Wang C.",https://pubmed.ncbi.nlm.nih.gov//39806292/,BMC Cardiovasc Disord, 2025 Jan 13
39842217,Bi-ventricular elastic material parameters estimation using 3D CMR myocardial strains in rheumatic,"Familusi MA, Skatulla S, Hussan JR, Aremu OO, Jermy S, Mutithu D, Gumedze FN, Ntusi NAB.",https://pubmed.ncbi.nlm.nih.gov//39842217/,J Biomech, 2025 Mar
39743896,How to assess sudden cardiac death risk in hypertrophic cardiomyopathy? Current challenges and future directions.,"Norrish G, Niemiec M, Kaski JP, Mizia-Stec K.",https://pubmed.ncbi.nlm.nih.gov//39743896/,Kardiol Pol, 2025
39843611,Autograft dilation after Ross procedure in children and young adults is mitigated by autograft reinforcement: A retrospective MRI study.,"Seiler R, Stenzel R, Weixler V, Muiznieks M, Gürtner M, Berger F, Kühne T, Cho MY, Photiadis J, Kelm M, Murin P.",https://pubmed.ncbi.nlm.nih.gov//39843611/,Sci Rep, 2025 Jan 22
39761360,Incremental Role of Cardiac CT Angiography in the Assessment of Left Ventricular Diastolic Function in Patients With Suspected Coronary Artery,"Kumar AFS, Ojha V, Veettil ST, Mantoo M, Singh D, Pandey NN, Jagia P, Yadav S, Kumar S.",https://pubmed.ncbi.nlm.nih.gov//39761360/,Echocardiography, 2025 Jan
39791543,The Prognostic Value of Right Ventricular End-Diastolic Basal Diameter Index by Echocardiography in Connective Tissue,"Qianwen W, Huangshu Y, Hong M, Xiaoxia G, Ning Z, Lei G, Yinsu Z, Lei Z, Yanli Z, Miaojia Z, Xiaoxuan S, Qiang W.",https://pubmed.ncbi.nlm.nih.gov//39791543/,Int J Rheum Dis, 2025 Jan
39842936,"Artificial intelligence-based, non-invasive assessment of the central aortic pressure in adults after operative or interventional treatment of aortic coarctation.","Freilinger S, Bambul Heck P, Dewald O, Eicken A, Ewert P, Freiberger A, Harig F, Huntgeburth M, Lösch M, Kaemmerer H, Klawonn F, Meierhofer C, Mellert F, Middeke M, Nagdyman N, Oberhoffer R, von Scheidt F, Ury E, Wolfrum N, Kaemmerer-Suleiman AS, Suleiman MN.",https://pubmed.ncbi.nlm.nih.gov//39842936/,Open Heart, 2025 Jan 21
39755625,Magnetic resonance imaging quantification of left ventricular mechanical dispersion and scar heterogeneity optimize risk stratification after myocardial infarction.,"Zhao X, Zhang L, Wang L, Zhang W, Song Y, Zhao X, Li Y.",https://pubmed.ncbi.nlm.nih.gov//39755625/,BMC Cardiovasc Disord, 2025 Jan 4
39869901,Developing Assessments for Key Stakeholders in Pediatric Congenital,"Barbazi N, Shin JY, Hiremath G, Lauff CA.",https://pubmed.ncbi.nlm.nih.gov//39869901/,JMIR Form Res, 2025 Jan 27
39862022,Predictive Value of Ocular Fundus Hemorrhage for Severe Coronary Artery,"Ge X, Liu X, Sun T, Gao X, Han H, Zhou Y.",https://pubmed.ncbi.nlm.nih.gov//39862022/,Br J Hosp Med (Lond), 2025 Jan 24
39793411,[Coronarography and etiologies of,"Rabab Y, Tidiane NSC, Madjiguene KM, Niang MW, Aissatou F, Khadidiatou D, Chérif MM.",https://pubmed.ncbi.nlm.nih.gov//39793411/,Ann Cardiol Angeiol (Paris), 2025 Feb
39903543,The Role of Chronic Stress in the Pathogenesis of Ischemic,"Cairns M, Marais E, Joseph D, Essop MF.",https://pubmed.ncbi.nlm.nih.gov//39903543/,Compr Physiol, 2025 Feb
39859328,Mechanistic Insights into Melatonin's Antiarrhythmic Effects in Acute Ischemia-Reperfusion-Injured Rabbit Hearts Undergoing Therapeutic Hypothermia.,"Lee HL, Chang PC, Wo HT, Chou SC, Chou CC.",https://pubmed.ncbi.nlm.nih.gov//39859328/,Int J Mol Sci, 2025 Jan 13
39907067,Conversion technique of pulsatile-to-continuous flow single ventricular assist device.,"Stukov Y, Jacobs JP, Lucas KV, Bleiweis M, Peek GJ.",https://pubmed.ncbi.nlm.nih.gov//39907067/,Multimed Man Cardiothorac Surg, 2025 Feb 5
39824664,Identifying Gaps in Detection of,"Playford D, Ihdayhid AR, Guilbert-Wright P.",https://pubmed.ncbi.nlm.nih.gov//39824664/,Heart Lung Circ, 2025 Feb
39820339,Contribution of hypoxia-inducible factor 1alpha to pathogenesis of sarcomeric hypertrophic cardiomyopathy.,"Raj Murthi S, Petry A, Shashikadze B, Stöckl JB, Schmid M, Santamaria G, Klingel K, Kračun D, Chen X, Bauer S, Schmitt JP, Flenkenthaler F, Gorham J, Toepfer CN, Potěšil D, Hruška P, Zdráhal Z, Mayer Z, Klop M, Lehmann L, Qin Y, Papanakli L, Spielmann N, Moretti A, Fröhlich T, Ewert P, Holdenrieder S, Seidman JG, Seidman CE, Görlach A, Wolf CM.",https://pubmed.ncbi.nlm.nih.gov//39820339/,Sci Rep, 2025 Jan 16
39894549,High Plasma Levels of Sestrin2 Are Associated with Cardiovascular Events in Patients Undergoing Coronary Angiography.,"Kishimoto Y, Saita E, Ohmori R, Kondo K, Momiyama Y.",https://pubmed.ncbi.nlm.nih.gov//39894549/,Int Heart J, 2025
39873607,"Use of AI in Cardiac CT and MRI: A Scientific Statement from the ESCR, EuSoMII, NASCI, SCCT, SCMR, SIIM, and RSNA.","Mastrodicasa D, van Assen M, Huisman M, Leiner T, Williamson EE, Nicol ED, Allen BD, Saba L, Vliegenthart R, Hanneman K.",https://pubmed.ncbi.nlm.nih.gov//39873607/,Radiology, 2025 Jan
39862146,Congenital cardiac surgical simulation: bridging global workforce gaps and optimizing outcomes.,"Deng MX, Vervoort D, Valverde I, Yoo SJ, Peel B, Vanderlaan RD, Barron DJ, Honjo O.",https://pubmed.ncbi.nlm.nih.gov//39862146/,Future Cardiol, 2025 Feb
39843545,Sex differences in patients with working diagnosis of myocardial infarction with nonobstructive coronary arteries (MINOCA).,"Milewski M, Desperak A, Koźlik M, Bujak M, Gierlotka M, Milewski K, Wita K, Kalarus Z, Fluder-Włodarczyk J, Buszman PE, Piegza J, Mamas MA, Wojakowski W, Gasior P.",https://pubmed.ncbi.nlm.nih.gov//39843545/,Sci Rep, 2025 Jan 22
39780223,Predicting 28-day all-cause mortality in patients admitted to intensive care units with pre-existing chronic,"Li XH, Yang XL, Dong BB, Liu Q.",https://pubmed.ncbi.nlm.nih.gov//39780223/,Cardiovasc Diabetol, 2025 Jan 8
39893522,An Observational Study of the Incidence and Risk Factors of Multivessel Coronary Artery,"Chowdhary GS, Singh A, Chowdhary S, Gulati R, Ahuja MS, Bhasin A, Padmini HS.",https://pubmed.ncbi.nlm.nih.gov//39893522/,J Assoc Physicians India, 2025 Jan
39799333,A prediction study on the occurrence risk of,"Si F, Liu Q, Yu J.",https://pubmed.ncbi.nlm.nih.gov//39799333/,BMC Geriatr, 2025 Jan 11
39890469,A Generalized Machine Learning Model for Identifying Congenital,"Shi H, Book WM, Ivey LC, Rodriguez FH 3rd, Raskind-Hood C, Downing KF, Farr SL, McCracken CE, Leedom VO, Haynes SE, Amouzou S, Sameni R, Kamaleswaran R.",https://pubmed.ncbi.nlm.nih.gov//39890469/,Birth Defects Res, 2025 Feb
39762253,A global analysis of dairy consumption and incident cardiovascular,"Zhuang P, Liu X, Li Y, Ao Y, Wu Y, Ye H, Wan X, Zhang L, Meng D, Tian Y, Yu X, Zhang F, Wang A, Zhang Y, Jiao J.",https://pubmed.ncbi.nlm.nih.gov//39762253/,Nat Commun, 2025 Jan 6
39898553,Cardiac CT reveals high prevalence of coronary artery,"Takada A, Nakamura S, Toyomasu Y, Mase T, Kawamura T, Araki S, Suzuki Y, Ohi M, Sakuma H, Nomoto Y, Kitagawa K.",https://pubmed.ncbi.nlm.nih.gov//39898553/,Acta Oncol, 2025 Feb 3
39820488,Serial changes of systemic ventricular function and atrioventricular valve function in patients with failing Fontan.,"Matsubara M, Dahmen V, Gaebert P, Palm J, Niedermaier C, Osawa T, Schaeffer T, Heinisch PP, Röhlig C, Piber N, Hager A, Ewert P, Hörer J, Ono M.",https://pubmed.ncbi.nlm.nih.gov//39820488/,Eur J Cardiothorac Surg, 2025 Feb 4
39753401,Preoperative estimated glomerular filtration rate to predict cardiac events in major noncardiac surgery: a secondary analysis of two large international studies.,"Roshanov PS, Walsh MW, Garg AX, Cuerden M, Lam NN, Hildebrand AM, Lee VW, Mrkobrada M, Leslie K, Chan MTV, Borges FK, Wang CY, Xavier D, Sessler DI, Szczeklik W, Meyhoff CS, Srinathan SK, Sigamani A, Villar JC, Chow CK, Polanczyk CA, Patel A, Harrison TG, Fielding-Singh V, Cata JP, Parlow J, de Nadal M, Devereaux PJ.",https://pubmed.ncbi.nlm.nih.gov//39753401/,Br J Anaesth, 2025 Feb
39854739,Differential diagnosis of thrombosis and myxoma in unusual,"Wang Y, Cui Y, Chen Y, Lan H.",https://pubmed.ncbi.nlm.nih.gov//39854739/,Medicine (Baltimore), 2025 Jan 24
39890868,Identification of novel genetic variants associated with feline cardiomyopathy using targeted next-generation sequencing.,"Raffle J, Novo Matos J, Wallace M, Wilkie L, Piercy RJ, Elliott P, Connolly DJ, Luis Fuentes V, Psifidi A.",https://pubmed.ncbi.nlm.nih.gov//39890868/,Sci Rep, 2025 Jan 31
39813081,"Cardiomeds, an mHealth App for Self-Management to Support Swiss Patients With","Simioni L, Tessitore E, Hagberg H, Schneider-Paccot A, Blondon K, Gschwind L, Meyer P, Ehrler F.",https://pubmed.ncbi.nlm.nih.gov//39813081/,JMIR Form Res, 2025 Jan 15
39862033,Application of Cardiac Rehabilitation Aerobic Exercise in Patients with Stable Angina in Coronary,"Zhou J, Liu Y, Zhao H, Yan W, Chen L, Sun X, Feng X, Wang J, Pei Y, Li S.",https://pubmed.ncbi.nlm.nih.gov//39862033/,Br J Hosp Med (Lond), 2025 Jan 24
39806908,[Research progress of proximity extension assay in coronary,"Li QX, Yuan JQ.",https://pubmed.ncbi.nlm.nih.gov//39806908/,Zhonghua Xin Xue Guan Bing Za Zhi, 2025 Jan 24
39922592,"Validation of insurance claims data on aetiology, surgical type and prosthesis for isolated valve surgery: a retrospective observational surgery.","Hou BC, Huang JT, Chen CY, Chang FC, Cheng YT, Wu VC, Chan YH, Lin CP, Chu PH, Chou AH, Chen SW.",https://pubmed.ncbi.nlm.nih.gov//39922592/,BMJ Open, 2025 Feb 8
39864046,Cardiotoxicity Associated With a Low Doses of 5-FU Promotes Morphoquantitative Changes in the Intrinsic Cardiac Nervous System.,"da Costa Salomão KC, da Silva MC, Fabiano LC, de Freitas PLZ, Neves CQ, Borges SC, Breithaupt-Faloppa AC, Barbosa CP, Buttow NC.",https://pubmed.ncbi.nlm.nih.gov//39864046/,Cardiovasc Toxicol, 2025 Feb
39753641,Fracture properties of porcine versus human thoracic aortas from tricuspid/bicuspid aortic valve patients via symmetry-constraint Compact Tension testing.,"Alloisio M, Siika A, Freiholtz D, Franco-Cereceda A, Roy J, Björck HM, Gasser TC.",https://pubmed.ncbi.nlm.nih.gov//39753641/,Sci Rep, 2025 Jan 3
39762171,[Pediatric cardiac allograft transplantation: a clinicopathological study of twelve recipient hearts].,"Li HX, An R, Li J, Xie XL, Jin H, Li QR, Zhou GX, Liu AJ.",https://pubmed.ncbi.nlm.nih.gov//39762171/,Zhonghua Bing Li Xue Za Zhi, 2025 Jan 8
39869151,Severe bradycardia in patients with obstructive sleep apnoea and good early response to CPAP.,"Tyfel-Paluszek J, Kułaga A, Mikunda A, Pominkiewicz Ł, Łach J, Płazak W.",https://pubmed.ncbi.nlm.nih.gov//39869151/,Sleep Breath, 2025 Jan 27
39905508,Rheumatoid-like hand deformities and aortic valve,"Rahman AA, Datta A, Ahmed KU, Das Barshan A, Hasan MJ.",https://pubmed.ncbi.nlm.nih.gov//39905508/,J Med Case Rep, 2025 Feb 4
39912725,Prognostic Value of Myocardial Parametric Mapping in Patients with Acute Myocarditis: A Retrospective Study.,"Wang Y, Duan X, Zhu L, Xu J, Zhou D, Yang W, Jiang M, Zhang H, Sirajuddin A, Arai AE, Zhao S, Wang H, Lu M.",https://pubmed.ncbi.nlm.nih.gov//39912725/,Radiol Cardiothorac Imaging, 2025 Feb
39920783,Mural cell dysfunction contributes to diastolic,"Grootaert MOJ, Pasut A, Raman J, Simmonds SJ, Callewaert B, Col Ü, Dewerchin M, Carmeliet P, Heymans S, Jones EAV.",https://pubmed.ncbi.nlm.nih.gov//39920783/,Cardiovasc Diabetol, 2025 Feb 7
39853827,Maternal exposure to bisphenol A induces congenital,"Guo Y, Li B, Yan Y, Zhang N, Shao S, Yang L, Ouyang L, Wu P, Duan H, Zhou K, Hua Y, Wang C.",https://pubmed.ncbi.nlm.nih.gov//39853827/,FASEB J, 2025 Jan 31
39815421,Recombinant Klotho administration after myocardial infarction reduces ischaemic injury and arrhythmias by blocking intracellular calcium mishandling and CaMKII activation.,"Vázquez-Sánchez S, Blasco A, Fernández-Corredoira P, Cantolla P, Mercado-García E, Rodríguez-Sánchez E, González-Lafuente L, Poveda J, González-Moreno D, Matutano A, Peribañez S, García-Consuegra I, Volpe M, Fernández-Velasco M, Ruilope LM, Ruiz-Hurtado G.",https://pubmed.ncbi.nlm.nih.gov//39815421/,J Pathol, 2025 Mar
39739978,The Evaluation of Right Ventricular Synchrony by Two-Dimensional Speckle Tracking Echocardiography in Connective Tissue,"Ma H, Wu H, Sun X, Wang Q, Zheng Y.",https://pubmed.ncbi.nlm.nih.gov//39739978/,Echocardiography, 2025 Jan
