id,name,authors,published_date,journal_publication,link,article_type,volume,issue
s12882-025-03978-8,Hyperuricemia prevalence and its risk factors in uremic patients undergoing maintenance hemodialysis,"Meng Zhang, Gaoqiankun Huang, Xiaorong Bao and Qingmei Yang",30 January 2025,BMC Nephrology,//bmcnephrol.biomedcentral.com/articles/10.1186/s12882-025-03978-8,Research,26,:46
s12931-025-03113-z,NTHi killing activity is reduced in COPD patients and is associated with a differential microbiome,"Vancheswaran Gopalakrishnan, Ben Sparklin, Jung Hwan Kim, Jerome Bouquet, Margaret Kehl, Tara Kenny, Christopher Morehouse, Carolina Caceres, Paul Warrener, Ventzislava A. Hristova, Susan Wilson, Harini Shandilya, Arnita Barnes, Alexey Ruzin, Junmin Wang, Lisa Oberg…",30 January 2025,Respiratory Research,//respiratory-research.biomedcentral.com/articles/10.1186/s12931-025-03113-z,Research,26,:45
s13023-024-03470-w,KaRhab: an international online registry for cardiac rhabdomyomas,"Vera-Maria Herrmann, Maria Arelin, Caroline G. Bergner, Julia Herrmann, Paula Janz, Henriette Kiep, Annika Mueller, Steffen Syrbe, Robert Wagner, Bardo Wannenmacher, Nadine Wolf, Michael Weidenbach and Vincent Strehlow",30 January 2025,Orphanet Journal of Rare Diseases,//ojrd.biomedcentral.com/articles/10.1186/s13023-024-03470-w,Research,20,:44
s12902-025-01849-9,Exploring serum miR-33b as a novel diagnostic marker for hypercholesterolemia and obesity: insights from a pilot case-control study,"Yaser Masoumi-Ardakani, Mostafa Eghbalian, Hossein Fallah, Alireza Jafari and Beydolah Shahouzehi",30 January 2025,BMC Endocrine Disorders,//bmcendocrdisord.biomedcentral.com/articles/10.1186/s12902-025-01849-9,Research,25,:27
s12974-025-03355-0,Associations between inflammation and striatal dopamine D2-receptor availability in aging,"Vanessa Crine, Goran Papenberg, Jarkko Johansson, Carl-Johan Boraxbekk, Anders Wåhlin, Ulman Lindenberger, Martin Lövdén, Katrine Riklund, Lars Bäckman, Lars Nyberg and Nina Karalija",30 January 2025,Journal of Neuroinflammation,//jneuroinflammation.biomedcentral.com/articles/10.1186/s12974-025-03355-0,Research,22,:24
s12974-025-03332-7,"Hyperhomocysteinemia-induced VCID results in visual deficits, reduced neuroinflammation and vascular alterations in the retina","Erica M. Weekman, Colin B. Rogers, Tiffany L. Sudduth and Donna M. Wilcock",30 January 2025,Journal of Neuroinflammation,//jneuroinflammation.biomedcentral.com/articles/10.1186/s12974-025-03332-7,Research,22,:23
s13567-025-01468-1,Biofilm characterisation of ,"Koji Nishi, Satoshi Gondaira, Yuki Hirano, Masahide Ohashi, Ayano Sato, Kazuya Matsuda, Tomohito Iwasaki, Takuya Kanda, Ryoko Uemura and Hidetoshi Higuchi",30 January 2025,Veterinary Research,//veterinaryresearch.biomedcentral.com/articles/10.1186/s13567-025-01468-1,Research article,56,:22
s12987-025-00624-1,"Increasing brain half-life of antibodies by additional binding to myelin oligodendrocyte glycoprotein, a CNS specific protein","Marie-Lynn Cuypers, Tom Jaspers, Jarne Clerckx, Simon Leekens, Christopher Cawthorne, Guy Bormans, Frederik Cleeren, Nick Geukens, Bart De Strooper and Maarten Dewilde",30 January 2025,Fluids and Barriers of the CNS,//fluidsbarrierscns.biomedcentral.com/articles/10.1186/s12987-025-00624-1,Research,22,:11
s12986-024-00892-y,Association of serum magnesium and calcium with metabolic syndrome: a cross-sectional study from the Qatar-biobank,"Raneem Alsheikh, Haneen Aldulaimi, Rami Hinawi, Fatima Al-Sadi, Alanoud Al-Baker, Aldana Alkuwari, Muhammad Sameer, Ghalya Al-Abdulla, Zumin Shi and Giridhara Rathnaiah Babu",30 January 2025,Nutrition & Metabolism,//nutritionandmetabolism.biomedcentral.com/articles/10.1186/s12986-024-00892-y,Research,22,:8
s12913-025-12330-7,"Assessment of healthcare workers’ knowledge and availability of resources for sickle cell disease management in Bukavu, Democratic Republic of the Congo","Nash Mwanza Nangunia, Olivier Mukuku, Viviane Bianga Feza, Yves Mulindilwa Kyembwa, Théophile Barhwamire Kabesha, André Kabamba Mutombo and Stanislas Okitostho Wembonyama",28 January 2025,BMC Health Services Research,//bmchealthservres.biomedcentral.com/articles/10.1186/s12913-025-12330-7,Research,25,:164
s12887-025-05394-1,Expanding the clinical spectrum of 19p13.3 microduplication syndrome: a case report highlighting nephrotic syndrome and literature review,"Wenjie Sun, Hong Yan, Mengxin Sun, Jie Wang and Kunxia Li",28 January 2025,BMC Pediatrics,//bmcpediatr.biomedcentral.com/articles/10.1186/s12887-025-05394-1,Case Report,25,:70
s12872-025-04502-4,Impact of kidney volume on incidence of in-hospital kidney-related adverse outcomes in patients with acute heart failure,"Akira Saito, Taku Asano, Nobuyuki Komiyama and Sachiko Ohde",28 January 2025,BMC Cardiovascular Disorders,//bmccardiovascdisord.biomedcentral.com/articles/10.1186/s12872-025-04502-4,Research,25,:60
s12944-024-02399-0,Saturated fat in an evolutionary context,Eirik Garnås,28 January 2025,Lipids in Health and Disease,//lipidworld.biomedcentral.com/articles/10.1186/s12944-024-02399-0,Review,24,:28
s40795-024-00931-0,The influence of gender and waist circumference in the association of body fat with cardiometabolic diseases,"Milad Bagheri, Mehran Nouri, Ali Kohanmoo, Reza Homayounfar and Masoumeh Akhlaghi",28 January 2025,BMC Nutrition,//bmcnutr.biomedcentral.com/articles/10.1186/s40795-024-00931-0,Research,11,:24
s12937-024-01060-x,The impact of dietary patterns on gut microbiota for the primary and secondary prevention of cardiovascular disease: a systematic review,"Junwen Yu, Yue Wu, Zheng Zhu and Hongzhou Lu",28 January 2025,Nutrition Journal,//nutritionj.biomedcentral.com/articles/10.1186/s12937-024-01060-x,Review,24,:17
s40814-024-01591-4,Cytisine compared to combination nicotine replacement therapy to reduce cigarette consumption in relapsed smokers: protocol for a pilot randomized controlled trial,"Hassan Mir, Javad Heshmati, Kerri-Anne Mullen, Ashley Baldwin, Evyanne Quirouette, Andrew Pipe and Robert Reid",28 January 2025,Pilot and Feasibility Studies,//pilotfeasibilitystudies.biomedcentral.com/articles/10.1186/s40814-024-01591-4,Study Protocol,11,:10
s40959-025-00303-y,Rationale and design of the HOVON 170 DLBCL-ANTICIPATE trial: preventing anthracycline-induced cardiac dysfunction with dexrazoxane,"Marijke Linschoten, Jesse Geels, Erik van Werkhoven, Heleen Visser-Wisselaar, Martine E. D. Chamuleau, Arco J. Teske, Lourens Robbers, Simone Oerlemans, Heleen Crommelin, Marleen Breems-de Ridder, Astrid Schut, Folkert W. Asselbergs and Anna van Rhenen",28 January 2025,Cardio-Oncology,//cardiooncologyjournal.biomedcentral.com/articles/10.1186/s40959-025-00303-y,Research,11,:8
s12870-025-06110-y,Effect of drying methods on phenolic compounds and antioxidant activity of ,"Shima Babaei Rad, Hasan Mumivand, Saeed Mollaei and Ali Khadivi",31 January 2025,BMC Plant Biology,//bmcplantbiol.biomedcentral.com/articles/10.1186/s12870-025-06110-y,Research,25,:133
s13019-024-03243-3,Radiological challenges in differentiating Occult Traumatic Pulmonary Hematoma from mediastinal tumor: a case report and literature review,"Zhedong Zhang, Yu Huang, Lufeng Zhao and Baiqin Zhao",31 January 2025,Journal of Cardiothoracic Surgery,//cardiothoracicsurgery.biomedcentral.com/articles/10.1186/s13019-024-03243-3,Case Report,20,:111
s13019-025-03360-7,Dexmedetomidine for delirium prevention in adult patients following cardiac surgery: a meta-analysis of randomized controlled trials,"Chang Meng, Duo Wang, Yue Zhao, Jing Sun, Guobin Miao, Lijuan Chen, Ying Bai and Peng Liu",31 January 2025,Journal of Cardiothoracic Surgery,//cardiothoracicsurgery.biomedcentral.com/articles/10.1186/s13019-025-03360-7,Research,20,:110
s12887-024-05212-0,"The study of pubertal stage and age of menarche in girls in Isfahan province, Iran","Nafiseh Mozafarian, Mahin Hashemipour, Mohammad Reza Maracy, Masoumeh Pourrajab, Razieh Omidi and Roya Kelishadi",31 January 2025,BMC Pediatrics,//bmcpediatr.biomedcentral.com/articles/10.1186/s12887-024-05212-0,Research,25,:87
s12887-025-05403-3,Factors contributing to anxiety in adolescents surviving thalassemia major in Indonesia,Henny Suzana Mediani and Novitasari Tsamrotul Fuadah,31 January 2025,BMC Pediatrics,//bmcpediatr.biomedcentral.com/articles/10.1186/s12887-025-05403-3,Research,25,:86
s12951-025-03090-x,A bibliometric analysis of hydrogel research in various fields: the trends and evolution of hydrogel application,"Zhong-Zhu Yuan, Yu-Zhou Fan, Shao-Jun Cheng, Feng-Jie Wei, Jing Gao, Chen-Xi Wang, Bo-Shuang Song, Si-Lu Tan, Si-Lian Gao, Juan-Juan Kang, Yan Liu and Sheng-Hong Li",31 January 2025,Journal of Nanobiotechnology,//jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-025-03090-x,Review,23,:70
s12951-025-03138-y,Lemon-derived nanoparticle-functionalized hydrogels regulate macrophage reprogramming to promote diabetic wound healing,"Enyou Jin, Yusheng Yang, Shengjie Cong, Dengke Chen, Ruixiong Chen, Jun Zhang, Yanjun Hu and Weini Chen",31 January 2025,Journal of Nanobiotechnology,//jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-025-03138-y,Research,23,:68
s12872-025-04509-x,Weekend effect on in-hospital outcomes of transcatheter aortic valve replacement: insights from a propensity-matched national analysis,"Guangzhi Cong, Bo Shi, Xueping Ma, Congyan Ye, Rui Yan, Shizhe Fu, Kairu Wang, Haowei Li, Ru Yan, Shaobin Jia, Israel Gitangaza and Abdul Rehman",31 January 2025,BMC Cardiovascular Disorders,//bmccardiovascdisord.biomedcentral.com/articles/10.1186/s12872-025-04509-x,Research,25,:67
s12951-025-03143-1,Trypsin-instructed bioactive peptide nanodrugs with cascading transformations to improve chemotherapy against colon cancer,"Can Wu, Xiao Wei Zhang, Manman Wang, Jinpan Sun, Jianfei Chen, Yanbin Guan and Xin Pang",31 January 2025,Journal of Nanobiotechnology,//jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-025-03143-1,Research,23,:66
s12889-024-20924-9,Associations between neutrophil-percentage-to-albumin ratio level and all-cause mortality and cardiovascular disease-cause mortality in diabetes population,"Geng Shen, Yuting Liu, Can Zhou, Wei Luo, Yun-xiao Yang, Shuai Guo, Jiayi Yi, Lin Wang, Wei Li, Zhao-gong Zhi, Xiu-huan Chen, Chen Li, Yanyan Jin and Hai Gao",31 January 2025,BMC Public Health,//bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-024-20924-9,Research,25,:401
s13019-024-03219-3,Impact of behavior change theory-based nursing interventions on cardiac function recovery and quality of life among cardiac surgery patients with cardiopulmonary bypass,"Youwei Zhao, Wei Wei, Zhiyuan Wang, Yanbo Dong, Zhenyu Su and Shichao Guo",31 January 2025,Journal of Cardiothoracic Surgery,//cardiothoracicsurgery.biomedcentral.com/articles/10.1186/s13019-024-03219-3,Research,20,:109
s40575-024-00140-9,"Beagles kept as companion animals in the UK – demography, disorders and mortality","Dan G. O’Neill, Morgan R. Schiksnis, Dave C. Brodbelt, David B. Church, Samantha Goldberg and Karolina S. Engdahl",28 January 2025,Companion Animal Health and Genetics,//cgejournal.biomedcentral.com/articles/10.1186/s40575-024-00140-9,Research,12,:1
s12883-025-04050-6,Effects of early supplemental parenteral nutrition on new-onset infection in adults with acute severe stroke: a single-center retrospective case–control study,"Chen Ma, Zhirong Fan, Xuan Wang, Bian Li, Jingjing Zhao, Xiaogang Kang, Wen Jiang and Fang Yang",31 January 2025,BMC Neurology,//bmcneurol.biomedcentral.com/articles/10.1186/s12883-025-04050-6,Research,25,:44
s12883-025-04040-8,Severe anti-α-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid receptor encephalitis with prolonged hyperammonemia: a case report,"Chunxia Yan, Lingling Bai, Jingwei Du, Zonglei Chong, Guangjun Xu and Xiaoqian Yang",31 January 2025,BMC Neurology,//bmcneurol.biomedcentral.com/articles/10.1186/s12883-025-04040-8,Case Report,25,:43
s13256-024-04973-7,Primary pulmonary diffuse large B cell lymphoma presenting with features of organizing pneumonia: a case report,"Sunjie Li, Yige Huang, Linlin Wang and Jintao Zhou",31 January 2025,Journal of Medical Case Reports,//jmedicalcasereports.biomedcentral.com/articles/10.1186/s13256-024-04973-7,Case report,19,:42
s13098-025-01609-8,Association between the C-reactive protein–albumin–lymphocyte index and metabolic syndrome: evidence from the 2003–2010 national health and nutrition examination survey,"Lanlan Wu, Dunzheng Han, Yuting Xue, Shangfei He, Zhuang Ma, Shuwen Su, Peixin Li, Shenrong Liu and Haobin Zhou",31 January 2025,Diabetology & Metabolic Syndrome,//dmsjournal.biomedcentral.com/articles/10.1186/s13098-025-01609-8,Research,17,:39
s12944-025-02451-7,Association of the body roundness index with chronic diarrhea and chronic constipation: findings based on the National Health and Nutrition Examination Survey 2005–2010 data,"Yinda Wang, Fei Chen, Binzhong Zhang and Zhengwei Song",31 January 2025,Lipids in Health and Disease,//lipidworld.biomedcentral.com/articles/10.1186/s12944-025-02451-7,Research,24,:33
s12937-025-01077-w,Association of ultra-processed food-related metabolites with selected biochemical markers in the UK Biobank,"Anthony Kityo, Byeonggeun Choi, Jung-Eun Lee, Chulho Kim and Sang-Ah Lee",31 January 2025,Nutrition Journal,//nutritionj.biomedcentral.com/articles/10.1186/s12937-025-01077-w,Research,24,:21
s12873-025-01178-z,External validation of the SCARE score in identifying acute coronary syndromes during medical regulation of chest pain,"Lemoine Augustine, Fontaine Xavier, Duval Camille and Quirin Mathilde",31 January 2025,BMC Emergency Medicine,//bmcemergmed.biomedcentral.com/articles/10.1186/s12873-025-01178-z,Research,25,:20
s12987-024-00614-9,Age-related cerebral ventriculomegaly occurs in patients with primary ciliary dyskinesia,"Franziska Eisenhuth, Joy E. Agbonze, Adam M. R. Groh, Jesse M. Klostranec, David A. Rudko, Jo Anne Stratton and Adam J. Shapiro",31 January 2025,Fluids and Barriers of the CNS,//fluidsbarrierscns.biomedcentral.com/articles/10.1186/s12987-024-00614-9,Brief Report,22,:12
s44263-025-00128-y,Performance-based financing is not on the path towards universal health coverage and equity,"Elisabeth Paul, Garrett W. Brown, Dimitri Renmans and Valéry Ridde",31 January 2025,BMC Global and Public Health,//bmcglobalpublichealth.biomedcentral.com/articles/10.1186/s44263-025-00128-y,Comment,3,:10
s12872-025-04514-0,Analysis of postoperative atrial fibrillation and its associated factors in Morrow procedures with cardiopulmonary bypass,"Zhibin Hu, Wenshuai Mao, Lijun Guo, Zhiwei Liu, Xujie Hu and Yong Cui",31 January 2025,BMC Cardiovascular Disorders,//bmccardiovascdisord.biomedcentral.com/articles/10.1186/s12872-025-04514-0,Research,25,:68
s12951-025-03158-8,Real-world of ,"Ningning Yue, Hailan Zhao, Peng Hu, Yuan Zhang, Chengmei Tian, Chen Kong, Zhiliang Mai, Longbin Huang, Qianjun Luo, Daoru Wei, Ruiyue Shi, Shaohui Tang, Yuqiang Nie, Yujie Liang, Jun Yao, Lisheng Wang…",31 January 2025,Journal of Nanobiotechnology,//jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-025-03158-8,Research,23,:65
s12872-025-04517-x,Baricitinib represses the myocardial fibrosis via blocking JAK/STAT and TGF-β1 pathways in vivo and in vitro,"Renlei Feng, Hongli Liu and Yunqing Chen",31 January 2025,BMC Cardiovascular Disorders,//bmccardiovascdisord.biomedcentral.com/articles/10.1186/s12872-025-04517-x,Research,25,:65
s40001-025-02320-0,Experience in setting up non-robotic minimally invasive direct coronary artery bypass grafting in a non-routine off-pump coronary artery bypass center,"Yukiharu Sugimura, Tomoyuki Suzuki, Sebastian Johannes Bauer, Friederike Irmgard Schoettler, Moritz Benjamin Immohr, Michael André Maliwa, Arash Mehdiani, Lachmandath Tewarie, Gereon Schaelte, Ajay Moza and Payam Akhyari",31 January 2025,European Journal of Medical Research,//eurjmedres.biomedcentral.com/articles/10.1186/s40001-025-02320-0,Research,30,:64
s12872-025-04507-z,The relationship between neutrophil percentage-to-albumin ratio and slow and normal coronary flow phenomenon,"Renlin Yin, Wei Zhu, Weihai Chen, Jun Shen, Yanming Wu and Zhiming Wang",31 January 2025,BMC Cardiovascular Disorders,//bmccardiovascdisord.biomedcentral.com/articles/10.1186/s12872-025-04507-z,Research,25,:64
s12964-025-02066-6,Protease-activated receptors in vascular smooth muscle cells: a bridge between thrombo-inflammation and vascular remodelling,"Anxhela Habibi, Wolfram Ruf and Leon Schurgers",31 January 2025,Cell Communication and Signaling,//biosignaling.biomedcentral.com/articles/10.1186/s12964-025-02066-6,Review,23,:57
s12890-025-03518-y,"Global, regional, and national epidemiology of allergic diseases in children from 1990 to 2021: findings from the Global Burden of Disease Study 2021","Jun Zheng, Yi-jing Jin, Cheng-hai Wang, Chu Feng, Xin-yuan Lai, Shu-qing Hua and Jia-hui Tai",31 January 2025,BMC Pulmonary Medicine,//bmcpulmmed.biomedcentral.com/articles/10.1186/s12890-025-03518-y,Research,25,:54
s12871-025-02923-4,Reliability of nociceptive monitors vs. standard practice during general anesthesia: a prospective observational study,"Daniel Widarsson Norbeck, Sophie Lindgren, Axel Wolf and Pether Jildenstål",31 January 2025,BMC Anesthesiology,//bmcanesthesiol.biomedcentral.com/articles/10.1186/s12871-025-02923-4,Research,25,:51
s12911-025-02887-y,Using a robust model to detect the association between anthropometric factors and T2DM: machine learning approaches,"Nafiseh Hosseini, Hamid Tanzadehpanah, Amin Mansoori, Mostafa Sabzekar, Gordon A. Ferns, Habibollah Esmaily and Majid Ghayour-Mobarhan",31 January 2025,BMC Medical Informatics and Decision Making,//bmcmedinformdecismak.biomedcentral.com/articles/10.1186/s12911-025-02887-y,Research,25,:49
s12882-025-03980-0,Exploration of rituximab treatment strategies for membranous nephropathy adapted to the Chinese healthcare environment,"Xiaolong Wang, Xueying Cao, Jie Wu, Shuang Liang, Jian Yang and Hong Wang",31 January 2025,BMC Nephrology,//bmcnephrol.biomedcentral.com/articles/10.1186/s12882-025-03980-0,Research,26,:49
s12871-025-02917-2,Development and validation of a nomogram for predicting perioperative transfusion in children undergoing cardiac surgery with CPB,"Wenting Wang, He Wang, Jia Liu, Yu Jin, Bingyang Ji and Jinping Liu",31 January 2025,BMC Anesthesiology,//bmcanesthesiol.biomedcentral.com/articles/10.1186/s12871-025-02917-2,Research,25,:49
s12876-025-03638-z,Which scoring systems are useful for predicting the prognosis of lower gastrointestinal bleeding? Old and new,"Ku Bean Jeong, Hee Seok Moon, Kyung Ryun In, Sun Hyung Kang, Jae kyu Sung and Hyun Yong Jeong",31 January 2025,BMC Gastroenterology,//bmcgastroenterol.biomedcentral.com/articles/10.1186/s12876-025-03638-z,Research,25,:49
s12911-025-02875-2,Exploring the assessment of post-cardiac valve surgery pulmonary complication risks through the integration of wearable continuous physiological and clinical data,"Lixuan Li, Yuekong Hu, Zhicheng Yang, Zeruxin Luo, Jiachen Wang, Wenqing Wang, Xiaoli Liu, Yuqiang Wang, Yong Fan, Pengming Yu and Zhengbo Zhang",31 January 2025,BMC Medical Informatics and Decision Making,//bmcmedinformdecismak.biomedcentral.com/articles/10.1186/s12911-025-02875-2,Research,25,:47
s13098-025-01597-9,Postoperative blood glucose increase can predict all-cause mortality within 3 months after successful interventional recanalization in patients with acute large vessel occlusion cerebral infarction,"Wensheng Zhang, Yajie Liu, Hongxing Zhou, Jie Li, Weifang Xing, Kaifeng Li, Yudi Li, Xiongjun He, Li Ling and Jinzhao He",31 January 2025,Diabetology & Metabolic Syndrome,//dmsjournal.biomedcentral.com/articles/10.1186/s13098-025-01597-9,Research,17,:42
s13098-025-01587-x,Evolocumab safety and efficacy in hypercholesterolemia patients with or without diabetes: a retrospective real-world analysis,"Sultan Ibrahim Alraddadi, Hind Almodaimegh, Abdullah Kharbosh, Hadeel Alharbi, Ahmed Ibrahim Fathelrahman, Mona Yaser Alsheikh and Lama Alfehaid",31 January 2025,Diabetology & Metabolic Syndrome,//dmsjournal.biomedcentral.com/articles/10.1186/s13098-025-01587-x,Research,17,:41
s12985-025-02640-x,Advances in bioinformatics and multi-omics integration: transforming viral infectious disease research in veterinary medicine,"Alyaa Elrashedy, Walid Mousa, Mohamed Nayel, Akram Salama, Ahmed Zaghawa, Ahmed Elsify and Mohamed E. Hasan",31 January 2025,Virology Journal,//virologyj.biomedcentral.com/articles/10.1186/s12985-025-02640-x,Review,22,:22
s12937-025-01083-y,Dairy intake and cognitive function in older adults in three cohorts: a mendelian randomization study,"Natalia Ortega, Nick J. Mueller, Abbas Dehghan, Tosca O. E. de Crom, Armin von Gunten, Martin Preisig, Pedro Marques-Vidal, Marco Vinceti, Trudy Voortman, Nicolas Rodondi and Patricia O. Chocano-Bedoya",31 January 2025,Nutrition Journal,//nutritionj.biomedcentral.com/articles/10.1186/s12937-025-01083-y,Research,24,:20
s40246-025-00718-9,"Multi-omics approaches for understanding gene-environment interactions in noncommunicable diseases: techniques, translation, and equity issues","Robel Alemu, Nigussie T. Sharew, Yodit Y. Arsano, Muktar Ahmed, Fasil Tekola-Ayele, Tesfaye B. Mersha and Azmeraw T. Amare",31 January 2025,Human Genomics,//humgenomics.biomedcentral.com/articles/10.1186/s40246-025-00718-9,Review,19,:8
s12913-025-12216-8,Screening high-risk Veterans for cirrhosis: taking a stepwise population health approach,"Jonathan Dounel, Carolyn Lamorte, Heather Patton, Ponni Perumalswami, Heather McCurdy, Nicole J. Kim, Lauren A. Beste, Dawn Scott, Jessimarie Casey, Patrick Spoutz, Linda Chia, Yiwen Yao, Elliott Lowy, Sandra Gibson, Timothy R. Morgan and Shari S. Rogal",29 January 2025,BMC Health Services Research,//bmchealthservres.biomedcentral.com/articles/10.1186/s12913-025-12216-8,Research,25,:168
s13019-024-03161-4,Risk of stroke associated with proton pump inhibitor use among individuals with and without pre-existing cardiovascular diseases: a systematic review and meta-analysis,"Muhammed Shabil, Bijaya K. Padhi, Mahalaqua Nazli Khatib, Soumya V. Menon, Mandeep Kaur, Mukesh Kumari, Puneet Sudan, K. Satyam Naidu, Quazi Syed Zahiruddin, Sarvesh Rustagi, Divya Sharma, Mithhil Arora, Rakesh Kumar Sharma, Edward Mawejje, Prakasini Satapathy and Sanjit Sah",29 January 2025,Journal of Cardiothoracic Surgery,//cardiothoracicsurgery.biomedcentral.com/articles/10.1186/s13019-024-03161-4,Review,20,:107
s13019-024-03247-z,Factors affecting the prolongation of mechanical ventilation in patients after cardiac surgery,"Mahdieh Sharifzadeh Kermani, Tania Dehesh, Shiva Pouradeli and Bahareh Soltani Esmaili",29 January 2025,Journal of Cardiothoracic Surgery,//cardiothoracicsurgery.biomedcentral.com/articles/10.1186/s13019-024-03247-z,Research,20,:104
s13019-025-03345-6,"Lobar lung transplantation, followed by partial sternal resection and bronchial stenosis, in a patient with scoliosis","Monika Svorcova, Jiri Vachtenheim, Jan Simonek, Jaromir Vajter, Zuzana Prikrylova, Jan Kolarik, Jiri Pozniak, Jan Havlin and Robert Lischke",29 January 2025,Journal of Cardiothoracic Surgery,//cardiothoracicsurgery.biomedcentral.com/articles/10.1186/s13019-025-03345-6,Case Report,20,:103
s12951-025-03128-0,CT-sensitized nanoprobe for effective early diagnosis and treatment of pulmonary fibrosis,"Jiwei Hou, Qijian Ji, Tianyu Tang, Yonger Xue, Lin Gao, Li Dai and Jinbing Xie",29 January 2025,Journal of Nanobiotechnology,//jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-025-03128-0,Research,23,:60
s12916-025-03892-8,"Initial treatment with a single capsule containing half-dose quadruple therapy vs standard-dose dual therapy in hypertensive patients (QUADUAL): a randomized, blinded, crossover trial","Xiexiong Zhao, Tao Liu, Qiong Yang, Guoping Yang, Xingli Li, Xiaohong Tang, Jingle Li, Zhongshu Liang, Anying Li, Lixiong Zeng, Juan Wen, Xiaoyan Wang, Liping Peng, Wenjuan Wang, Jingjing Cai, Ye Chen…",29 January 2025,BMC Medicine,//bmcmedicine.biomedcentral.com/articles/10.1186/s12916-025-03892-8,Research,23,:56
s12916-025-03895-5,Economic loss attributable to premature deaths and morbidity among adolescents in India and its states,"G Anil Kumar, Anamika Pandey and Rakhi Dandona",29 January 2025,BMC Medicine,//bmcmedicine.biomedcentral.com/articles/10.1186/s12916-025-03895-5,Research,23,:51
s12886-025-03882-7,"Post COVID glaucoma service redesign utilising electronic patient triage and community optometry clinics (Fife, Scotland 2020—2022)","Niharika Nalagatla, Shameela Parveen, Kelvin KW Cheng, Caroline Styles, Andrew Blaikie, Peter Wilson, Bhavani Karri, David J Chinn, Roshini Sanders, Glaucoma Team, Lisa Wong, Alan Ramsay, Steven Halstead, Michelle Boulton, David Cummins, Colin Ferrier…",29 January 2025,BMC Ophthalmology,//bmcophthalmol.biomedcentral.com/articles/10.1186/s12886-025-03882-7,Research,25,:50
s12890-025-03520-4,Predictive factors of fibrotic interstitial lung abnormality on high-resolution computed tomography scans: a prospective observational study,"Kazuya Ichikado, Hidenori Ichiyasu, Kazuhiro Iyonaga, Kodai Kawamura, Yuko Yasuda, Keisuke Anan, Hiroko Okabayashi, Kimitaka Akaike, Noritaka Higashi, Takeshi Johkoh, Kiminori Fujimoto, Tetsuo Saito, Jun Morinaga, Minoru Yoshida, Katsuhiko Mitsuzaki and Takuro Sakagami",29 January 2025,BMC Pulmonary Medicine,//bmcpulmmed.biomedcentral.com/articles/10.1186/s12890-025-03520-4,Research,25,:47
s12893-025-02777-0,Comparative analysis of the parapatellar and subpatellar approaches in reducing peripheral knee pain post-intramedullary tibial fracture surgery,"Shaoyu Han, Bingjun Cui, Lang Wu, Chuangong Wang and Zhixiang Chen",29 January 2025,BMC Surgery,//bmcsurg.biomedcentral.com/articles/10.1186/s12893-025-02777-0,Research,25,:46
s12876-025-03642-3,Cardiometabolic index as a predictor of gallstone incidence in U.S. adults: insights from NHANES 2017–2020,Ji Li and Shou-jun Bai,29 January 2025,BMC Gastroenterology,//bmcgastroenterol.biomedcentral.com/articles/10.1186/s12876-025-03642-3,Research,25,:45
s12871-025-02918-1,Sedoanalgesia with dexmedetomidine in daily anesthesia practices: a prospective randomized controlled trial,"Ali Kendal Oğuz, Celaleddin Soyalp, Yunus Emre Tunçdemir, Arzu Esen Tekeli and Nureddin Yüzkat",29 January 2025,BMC Anesthesiology,//bmcanesthesiol.biomedcentral.com/articles/10.1186/s12871-025-02918-1,Research,25,:45
s12933-025-02608-9,Glucagon like peptide-1 (GLP-1) agonists and cardiometabolic protection: historical development and future challenges,Francisco Westermeier and Enrique Z. Fisman,29 January 2025,Cardiovascular Diabetology,//cardiab.biomedcentral.com/articles/10.1186/s12933-025-02608-9,Editorial,24,:44
s12957-025-03676-7,Primary extraskeletal osteosarcoma of rectal mesentery: a rare case and literature review,"Zhikui Huo, Yao Sun, Jinghui Chang, Guo-Dong Li, Jian Shi, Cheng Quan, Li-Na Zhang, Ting-Ting Yang, Feng-Jia Shang and Yong-Ping Yang",29 January 2025,World Journal of Surgical Oncology,//wjso.biomedcentral.com/articles/10.1186/s12957-025-03676-7,Case Report,23,:31
s40364-025-00733-x,The role of BATF in immune cell differentiation and autoimmune diseases,"Xiaomeng Wang, Yue Hong, Jinmei Zou, Bo Zhu, Chao Jiang, Liwei Lu, Jie Tian, Jing Yang and Ke Rui",29 January 2025,Biomarker Research,//biomarkerres.biomedcentral.com/articles/10.1186/s40364-025-00733-x,Review,13,:22
s13052-024-01829-0,Abnormal characteristics of inferior vena cava and abdominal aorta among neonates with early onset septic shock,"Lanlan Mi, Yiman Liu, Fei Bei, Jianhua Sun, Jun Bu, Yuqi Zhang and Weiwei Guo",29 January 2025,Italian Journal of Pediatrics,//ijponline.biomedcentral.com/articles/10.1186/s13052-024-01829-0,Research,51,:21
